166.044 8.38031 175.318 169.832 1 0 0 0 0 0 0
166.15 8.12297 174.872 169.365 1 0 0 0 0 0 0
167.185 8.8091 174.648 169.306 1 0 0 0 0 0 0
166.876 8.73245 176.564 170.582 1 0 0 0 0 0 0
166.973 8.13473 176.674 170.719 1 0 0 0 0 0 0
166.424 8.49677 175.688 171.287 1 0 0 0 0 0 0
167.892 7.86794 174.776 171.537 1 0 0 0 0 0 0
167.541 7.65025 174.017 172.075 1 0 0 0 0 0 0
168.87 7.49417 172.941 171.97 1 0 0 0 0 0 0
168.553 8.40282 173.702 172.346 1 0 0 0 0 0 0
168.448 7.61564 173.118 171.934 1 0 0 0 0 0 0
167.208 9.05676 173.924 170.782 1 0 0 0 0 0 0
166.196 9.569 176.589 171.328 1 0 0 0 0 0 0
167.72 9.08896 177.315 172.364 1 0 0 0 0 0 0
168.381 8.70466 177.447 172.862 1 0 0 0 0 0 0
167.637 8.86004 177.491 173.714 1 0 0 0 0 0 0
167.771 9.77394 177.023 172.036 1 0 0 0 0 0 0
166.988 10.2515 178.248 172.335 1 0 0 0 0 0 0
166.924 8.24683 175.604 171.32 1 0 0 0 0 0 0
165.732 10.149 176.678 171.623 1 0 0 0 0 0 0
166.424 10.0914 175.716 172.066 1 0 0 0 0 0 0
166.068 9.16317 174.659 172.905 1 0 0 0 0 0 0
167.857 8.47022 174.068 173.671 1 0 0 0 0 0 0
167.335 8.26153 172.782 173.669 1 0 0 0 0 0 0
168.143 8.26498 172.932 173.477 1 0 0 0 0 0 0
166.14 9.51324 170.416 171.941 1 0 0 0 0 0 0
168.397 10.2365 167.79 168.992 1 0 0 0 0 0 0
167.301 10.5587 166.724 166.6 1 0 0 0 0 0 0
165.091 11.5241 166.21 166.02 1 0 0 0 0 0 0
167.315 10.6466 166.925 165.041 1 0 0 0 0 0 0
166.843 11.4989 164.76 164.232 1 0 0 0 0 0 0
167.131 10.9212 163.348 163.851 1 0 0 0 0 0 0
165.393 12.402 163.062 163.54 1 0 0 0 0 0 0
165.867 12.7187 162.951 163.054 1 0 0 0 0 0 0
167.806 12.1328 164.193 163.076 1 0 0 0 0 0 0
166.809 12.2217 164.313 163.012 1 0 0 0 0 0 0
166.004 12.8268 164.363 163.144 1 0 0 0 0 0 0
166.336 13.3225 164.74 162.995 1 0 0 0 0 0 0
166.149 12.6899 164.282 162.494 1 0 0 0 0 0 0
166.141 12.9291 165.244 163.104 1 0 0 0 0 0 0
164.882 14.3825 165.948 165.266 1 0 0 0 0 0 0
165.221 14.4758 165.99 165.304 1 0 0 0 0 0 0
165.165 14.785 165.083 165.324 1 0 0 0 0 0 0
166.546 14.214 165.408 165.435 1 0 0 0 0 0 0
165.518 14.1493 164.64 165.271 1 0 0 0 0 0 0
166.564 14.287 166.213 166.183 1 0 0 0 0 0 0
165.013 15.3474 166.215 165.854 1 0 0 0 0 0 0
165.31 15.8113 165.748 165.79 1 0 0 0 0 0 0
166.068 15.0775 164.945 165.329 1 0 0 0 0 0 0
165.807 15.2097 164.964 165.471 1 0 0 0 0 0 0
166.22 15.1197 164.861 165.503 1 0 0 0 0 0 0
167.138 14.9396 168.142 167.86 1 0 0 0 0 0 0
167.815 14.8605 172.206 170.071 1 0 0 0 0 0 0
166.443 14.4865 174.782 170.518 1 0 0 0 0 0 0
166.271 14.4791 175.886 170.89 1 0 0 0 0 0 0
166.794 15.2471 175.332 170.645 1 0 0 0 0 0 0
167.834 14.9852 178.09 168.58 1 0 0 0 0 0 0
167.477 15.7596 178.204 167.75 1 0 0 0 0 0 0
166.892 16.4589 177.203 165.435 1 0 0 0 0 0 0
165.345 16.9955 175.992 164.221 1 0 0 0 0 0 0
164.979 18.5785 176.368 162.846 1 0 0 0 0 0 0
165.46 18.341 175.77 162.021 1 0 0 0 0 0 0
167.896 17.8118 175.258 160.821 1 0 0 0 0 0 0
167.79 17.0835 173.568 160.11 1 0 0 0 0 0 0
168.515 15.9953 172.867 159.225 1 0 0 0 0 0 0
168.854 16.551 175.847 160.612 1 0 0 0 0 0 0
168.958 17.1931 173.705 158.753 1 0 0 0 0 0 0
168.939 17.4285 172.696 157.804 1 0 0 0 0 0 0
169.267 17.6776 172.437 157.034 1 0 0 0 0 0 0
168.494 18.3818 173.622 158.44 1 0 0 0 0 0 0
167.272 18.8472 172.304 158.267 1 0 0 0 0 0 0
166.353 18.6291 177.362 162.299 1 0 0 0 0 0 0
168.572 17.4658 177.783 163.286 1 0 0 0 0 0 0
167.928 18.221 175.087 163.049 1 0 0 0 0 0 0
167.439 18.8267 177.72 166.549 1 0 0 0 0 0 0
168.77 17.5376 177.665 167.168 1 0 0 0 0 0 0
168.737 16.7398 174.817 167.246 1 0 0 0 0 0 0
158.957 25.1352 178.65 168.868 1 0 0 0 0 0 0
