272.907 144.033 298.227 116.46 1 0 0 0 0 0 0 0 0
281.865 138.552 297.53 121.164 1 0 0 0 0 0 0 0 0
286.433 149.027 297.313 137.203 1 0 0 0 0 0 0 0 0
289.052 147.592 292.235 138.997 1 0 0 0 0 0 0 0 0
288.394 142.95 288.699 140.864 1 0 0 0 0 0 0 0 0
288.043 148.538 289.364 143.915 1 0 0 0 0 0 0 0 0
287.244 150.933 288.992 146.538 1 0 0 0 0 0 0 0 0
287.053 130.708 288.855 123.054 1 0 0 0 0 0 0 0 0
283.745 114.267 287.141 107.035 1 0 0 0 0 0 0 0 0
284.483 127.76 285.102 121.08 1 0 0 0 0 0 0 0 0
259.4 142.493 285.72 116.603 1 0 0 0 0 0 0 0 0
263.7 138.809 288.589 116.297 1 0 0 0 0 0 0 0 0
265.619 136.627 284.199 117.499 1 0 0 0 0 0 0 0 0
279.904 132.044 274.528 129.622 1 0 0 0 0 0 0 0 0
268.266 136.301 274.357 122.946 1 0 0 0 0 0 0 0 0
262.886 132.875 275.254 113.878 1 0 0 0 0 0 0 0 0
259.046 136.063 273.614 114.51 1 0 0 0 0 0 0 0 0
261.268 131.138 274.124 114.922 1 0 0 0 0 0 0 0 0
261.858 128.834 268.188 115.301 1 0 0 0 0 0 0 0 0
266.552 136.432 270.16 127.155 1 0 0 0 0 0 0 0 0
269.287 141.402 267.304 134.195 1 0 0 0 0 0 0 0 0
266.157 145.814 266.847 136.204 1 0 0 0 0 0 0 0 0
263.321 147.159 265.196 134.753 1 0 0 0 0 0 0 0 0
263.882 141.603 285.815 113.957 1 0 0 0 0 0 0 0 0
266.04 128.053 287.146 106.622 1 0 0 0 0 0 0 0 0
266.359 123.649 280.098 108.932 1 0 0 0 0 0 0 0 0
267.387 121.697 273.214 110.031 1 0 0 0 0 0 0 0 0
274.902 119.307 273.512 111.867 1 0 0 0 0 0 0 0 0
274.311 120.591 268.569 121.247 1 0 0 0 0 0 0 0 0
271.5 123.736 265.023 125.237 1 0 0 0 0 0 0 0 0
269.231 121.97 266.711 121.73 1 0 0 0 0 0 0 0 0
274.373 118.769 271.788 115.761 1 0 0 0 0 0 0 0 0
274.376 119.831 272.437 116.499 1 0 0 0 0 0 0 0 0
272.916 115.241 252.56 121.726 1 0 0 0 0 0 0 0 0
271.017 118.794 260.117 120.297 1 0 0 0 0 0 0 0 0
266.613 120.883 259.32 119.366 1 0 0 0 0 0 0 0 0
271.573 122.273 258.485 125.845 1 0 0 0 0 0 0 0 0
269.971 123.014 254.859 128.227 1 0 0 0 0 0 0 0 0
270.565 121.197 254.232 129.66 1 0 0 0 0 0 0 0 0
275.764 121.73 253.204 136.893 1 0 0 0 0 0 0 0 0
273.28 125.358 250.366 140.112 1 0 0 0 0 0 0 0 0
278.795 118.085 251.394 136.664 1 0 0 0 0 0 0 0 0
275.287 118.624 253.597 133.401 1 0 0 0 0 0 0 0 0
273.933 118.93 252.66 130.8 1 0 0 0 0 0 0 0 0
274.275 118.635 260.546 126.551 1 0 0 0 0 0 0 0 0
279.697 114.316 263.735 122.995 1 0 0 0 0 0 0 0 0
280.13 116.748 265.977 127.643 1 0 0 0 0 0 0 0 0
278.454 120.291 270.575 125.386 1 0 0 0 0 0 0 0 0
277.041 119.872 271.127 126.545 1 0 0 0 0 0 0 0 0
279.645 126.293 269.914 132.071 1 0 0 0 0 0 0 0 0
281.071 123.573 255.337 138.161 1 0 0 0 0 0 0 0 0
282.39 115.647 261.737 127.165 1 0 0 0 0 0 0 0 0
283.512 119.167 256.933 133.573 1 0 0 0 0 0 0 0 0
283.444 130.076 261.55 146.508 1 0 0 0 0 0 0 0 0
284.338 127.51 260.68 142.233 1 0 0 0 0 0 0 0 0
284.422 124.657 258.426 139.484 1 0 0 0 0 0 0 0 0
284.915 124.189 261.907 136.27 1 0 0 0 0 0 0 0 0
286.527 114.009 278.518 114.918 1 0 0 0 0 0 0 0 0
285.384 113.428 267.941 118.482 1 0 0 0 0 0 0 0 0
278.265 118.171 272.729 114.891 1 0 0 0 0 0 0 0 0
270.006 124.92 275.854 111.372 1 0 0 0 0 0 0 0 0
269.238 126.797 270.243 117.758 1 0 0 0 0 0 0 0 0
285.759 110.402 256.122 131.477 1 0 0 0 0 0 0 0 0
275.455 122.394 261.065 129.05 1 0 0 0 0 0 0 0 0
271.523 127.202 268.649 124.013 1 0 0 0 0 0 0 0 0
265.776 130.583 269.045 122.547 1 0 0 0 0 0 0 0 0
249.294 143.912 261.083 129.521 1 0 0 0 0 0 0 0 0
248.029 147.297 273.306 119.595 1 0 0 0 0 0 0 0 0
248.073 146.56 263.66 127.653 1 0 0 0 0 0 0 0 0
242.119 150.61 254.371 132.923 1 0 0 0 0 0 0 0 0
238.349 153.321 253.838 133.692 1 0 0 0 0 0 0 0 0
234.856 156.528 257.122 129.346 1 0 0 0 0 0 0 0 0
232.791 158.242 253.496 131.717 1 0 0 0 0 0 0 0 0
228.052 161.101 258.113 125.884 1 0 0 0 0 0 0 0 0
221.496 165.205 255.504 126.138 1 0 0 0 0 0 0 0 0
218.621 166.655 254.362 126.048 1 0 0 0 0 0 0 0 0
217.805 166.817 262.151 117.975 1 0 0 0 0 0 0 0 0
218.029 168.141 268.901 114.758 1 0 0 0 0 0 0 0 0
214.776 170.799 273.007 111.287 1 0 0 0 0 0 0 0 0
213.033 171.185 273.302 107.871 1 0 0 0 0 0 0 0 0
208.263 170.728 272.878 108.994 1 0 0 0 0 0 0 0 0
204.877 166.074 252.329 121.222 1 0 0 0 0 0 0 0 0
217.31 158.242 254.215 115.812 1 0 0 0 0 0 0 0 0
244.854 138.055 256.583 115.035 1 0 0 0 0 0 0 0 0
249.523 132.032 254.657 114.624 1 0 0 0 0 0 0 0 0
259.374 122.663 255.474 115.054 1 0 0 0 0 0 0 0 0
264.593 121.51 253.944 115.963 1 0 0 0 0 0 0 0 0
256.452 126.497 258.191 113.368 1 0 0 0 0 0 0 0 0
257.628 125.815 245.913 116.712 1 0 0 0 0 0 0 0 0
254.236 125.169 244.105 117.65 1 0 0 0 0 0 0 0 0
261.558 122.755 239.951 118.78 1 0 0 0 0 0 0 0 0
260.734 119.642 233.221 117.682 1 0 0 0 0 0 0 0 0
254.039 124.197 235.895 118.502 1 0 0 0 0 0 0 0 0
256.474 123.976 234.721 119.856 1 0 0 0 0 0 0 0 0
262.641 122.816 233.089 120.027 1 0 0 0 0 0 0 0 0
262.195 121.137 234.974 120.409 1 0 0 0 0 0 0 0 0
257.988 120.905 240.031 120.449 1 0 0 0 0 0 0 0 0
263.027 121.081 237.589 120.046 1 0 0 0 0 0 0 0 0
255.144 120.916 236.898 120.156 1 0 0 0 0 0 0 0 0
252.866 120.895 238.907 120.575 1 0 0 0 0 0 0 0 0
245.368 122.01 234.393 120.681 1 0 0 0 0 0 0 0 0
244.933 121.678 238.859 120.248 1 0 0 0 0 0 0 0 0
243.493 121.628 236.359 119.561 1 0 0 0 0 0 0 0 0
237.401 121.736 242.092 119.69 1 0 0 0 0 0 0 0 0
237.924 120.614 235.573 119.927 1 0 0 0 0 0 0 0 0
246.038 119.859 234.327 119.568 1 0 0 0 0 0 0 0 0
252.253 117.336 230.887 119.282 1 0 0 0 0 0 0 0 0
253.695 117.788 231.573 119.018 1 0 0 0 0 0 0 0 0
259.845 118.475 234.975 119.452 1 0 0 0 0 0 0 0 0
262.754 118.781 244.25 118.351 1 0 0 0 0 0 0 0 0
264.89 120.054 248.966 118.139 1 0 0 0 0 0 0 0 0
258.409 119.806 241.907 116.765 1 0 0 0 0 0 0 0 0
259.35 120.069 240.879 117.869 1 0 0 0 0 0 0 0 0
259.449 119.259 236.506 117.112 1 0 0 0 0 0 0 0 0
254.185 118.854 219.368 116.265 1 0 0 0 0 0 0 0 0
252.387 118.624 233.832 115.619 1 0 0 0 0 0 0 0 0
256.106 118.519 231.948 115.898 1 0 0 0 0 0 0 0 0
255.293 118.13 233.212 113.945 1 0 0 0 0 0 0 0 0
250.829 117.521 228.27 112.688 1 0 0 0 0 0 0 0 0
251.451 116.975 236.986 112.311 1 0 0 0 0 0 0 0 0
252.072 117.368 227.669 112.47 1 0 0 0 0 0 0 0 0
255.818 117.467 235.679 112.281 1 0 0 0 0 0 0 0 0
256.952 116.298 235.933 111.24 1 0 0 0 0 0 0 0 0
254.18 116.257 229.744 111.156 1 0 0 0 0 0 0 0 0
248.275 116.684 231.894 111.063 1 0 0 0 0 0 0 0 0
267.635 109.236 219.102 111.029 1 0 0 0 0 0 0 0 0
256.652 113.381 220.373 110.785 1 0 0 0 0 0 0 0 0
246.11 115.424 212.538 110.209 1 0 0 0 0 0 0 0 0
236.873 115.344 207.767 109.135 1 0 0 0 0 0 0 0 0
236.67 115.568 203.405 108.532 1 0 0 0 0 0 0 0 0
238.334 114.948 198.44 107.533 1 0 0 0 0 0 0 0 0
240.655 112.488 199.421 104.935 1 0 0 0 0 0 0 0 0
231.84 112.947 200.036 105.161 1 0 0 0 0 0 0 0 0
238.764 113.329 204.05 105.718 1 0 0 0 0 0 0 0 0
231.35 113.405 197.879 105.767 1 0 0 0 0 0 0 0 0
231.223 113.203 204.355 105.697 1 0 0 0 0 0 0 0 0
213.814 112.696 200.031 105.842 1 0 0 0 0 0 0 0 0
219.236 112.215 195.971 105.892 1 0 0 0 0 0 0 0 0
220.737 111.6 193.102 105.851 1 0 0 0 0 0 0 0 0
202.861 111.663 189.11 106.324 1 0 0 0 0 0 0 0 0
204.479 112.111 190.527 106.964 1 0 0 0 0 0 0 0 0
203.379 112.121 189.828 107.767 1 0 0 0 0 0 0 0 0
210.363 111.891 189.032 108.131 1 0 0 0 0 0 0 0 0
209.651 110.335 197.867 104.281 1 0 0 0 0 0 0 0 0
215.808 109.874 191.921 105.45 1 0 0 0 0 0 0 0 0
211.817 110.282 198.748 104.814 1 0 0 0 0 0 0 0 0
212.592 112.557 193.406 110.025 1 0 0 0 0 0 0 0 0
208.43 112.231 191.549 109.638 1 0 0 0 0 0 0 0 0
212.986 111.969 191.804 108.374 1 0 0 0 0 0 0 0 0
210.431 111.979 191.874 108.647 1 0 0 0 0 0 0 0 0
224.839 110.506 219.884 108.448 1 0 0 0 0 0 0 0 0
225.988 110.738 220.123 108.245 1 0 0 0 0 0 0 0 0
227.728 110.875 204.25 106.354 1 0 0 0 0 0 0 0 0
242.093 111.053 201.03 106.453 1 0 0 0 0 0 0 0 0
254.644 111.823 206.184 106.349 1 0 0 0 0 0 0 0 0
265.869 111.244 217.191 106.056 1 0 0 0 0 0 0 0 0
265.796 114.611 218.072 106.908 1 0 0 0 0 0 0 0 0
268.279 116.752 233 107.622 1 0 0 0 0 0 0 0 0
272.416 118.355 243.063 108.186 1 0 0 0 0 0 0 0 0
279.838 117.765 243.727 109.036 1 0 0 0 0 0 0 0 0
280.35 119.832 252.707 109.596 1 0 0 0 0 0 0 0 0
280.278 123.046 258.125 110.524 1 0 0 0 0 0 0 0 0
279.182 125.219 266.32 111.493 1 0 0 0 0 0 0 0 0
279.155 128.037 272.32 112.726 1 0 0 0 0 0 0 0 0
270.783 136.479 270.595 114.595 1 0 0 0 0 0 0 0 0
255.212 148.935 272.063 111.941 1 0 0 0 0 0 0 0 0
254.906 151.12 274.242 113.141 1 0 0 0 0 0 0 0 0
256.758 150.643 269.682 118.421 1 0 0 0 0 0 0 0 0
257.437 150.205 255.153 128.654 1 0 0 0 0 0 0 0 0
252.6 154.621 235.246 143.57 1 0 0 0 0 0 0 0 0
246.064 159.261 236.616 145.98 1 0 0 0 0 0 0 0 0
229.526 168.96 235.851 145.994 1 0 0 0 0 0 0 0 0
233.908 168.289 233.32 149.016 1 0 0 0 0 0 0 0 0
225.713 170.303 241.283 148.265 1 0 0 0 0 0 0 0 0
216.999 167.633 244.848 147.866 1 0 0 0 0 0 0 0 0
224.219 170.035 244.913 148.685 1 0 0 0 0 0 0 0 0
221.961 169.13 245.604 149.46 1 0 0 0 0 0 0 0 0
215.888 166.253 244.423 150.567 1 0 0 0 0 0 0 0 0
215.101 166.182 243.41 150.509 1 0 0 0 0 0 0 0 0
216.152 166.496 244.348 150.742 1 0 0 0 0 0 0 0 0
215.646 166.54 247.676 149.934 1 0 0 0 0 0 0 0 0
215.277 166.204 240.79 151.313 1 0 0 0 0 0 0 0 0
215.253 166.698 244.947 152.055 1 0 0 0 0 0 0 0 0
215.348 167.204 244.511 151.134 1 0 0 0 0 0 0 0 0
216.368 167.905 246.053 149.547 1 0 0 0 0 0 0 0 0
