205.127 14.9909 141.78 24.0811 1 0 0 0 0
203.672 13.9054 143.077 22.9853 1 0 0 0 0
202.798 13.506 146.199 21.5625 1 0 0 0 0
208.043 16.3758 147.283 21.0121 1 0 0 0 0
206.989 15.5657 209.757 18.5909 1 0 0 0 0
203.915 13.8724 207.952 16.998 1 0 0 0 0
200.915 12.2968 205.632 15.4404 1 0 0 0 0
198.188 10.7506 203.725 14.3914 1 0 0 0 0
192.851 7.25663 199.071 11.455 1 0 0 0 0
199.416 10.8383 197.99 10.5472 1 0 0 0 0
199.555 11.4421 195.14 9.08421 1 0 0 0 0
207.962 16.6421 205.657 15.7381 1 0 0 0 0
213.164 20.073 211.288 19.3825 1 0 0 0 0
221.716 25.3262 217.762 23.0779 1 0 0 0 0
218.07 22.7569 224.504 26.9429 1 0 0 0 0
212.663 19.195 130.533 30.481 1 0 0 0 0
202.783 13.8407 127.214 32.9779 1 0 0 0 0
201.529 12.9039 127.715 31.2848 1 0 0 0 0
206.013 15.132 131.688 29.0657 1 0 0 0 0
214.181 21.0311 139.864 24.6719 1 0 0 0 0
220.359 24.3085 213.53 20.3144 1 0 0 0 0
216.95 22.0876 209.707 17.8779 1 0 0 0 0
218.271 22.7783 205.122 14.7498 1 0 0 0 0
219.159 23.997 200.968 12.5841 1 0 0 0 0
216.518 21.4993 198.845 11.0949 1 0 0 0 0
210.21 17.779 203.873 13.3431 1 0 0 0 0
209.003 16.8044 210.28 18.2342 1 0 0 0 0
144.221 21.4736 141.96 22.9503 1 0 0 0 0
141.551 22.7755 136.098 27.0288 1 0 0 0 0
209.949 17.2785 141.994 22.9823 1 0 0 0 0
202.842 13.0488 148.508 19.5181 1 0 0 0 0
202.778 13.1808 209.426 17.6948 1 0 0 0 0
200.954 12.3593 206.055 15.4302 1 0 0 0 0
202.863 13.4944 205.092 14.9696 1 0 0 0 0
211.709 18.7511 206.35 15.9725 1 0 0 0 0
218.022 22.4519 209.913 17.9166 1 0 0 0 0
215.275 21.2805 140.387 24.4688 1 0 0 0 0
216.55 21.9426 135.842 27.6587 1 0 0 0 0
140.899 23.2368 131.506 30.6542 1 0 0 0 0
143.48 21.8495 127.338 32.3979 1 0 0 0 0
212.764 18.4267 132.599 29.0629 1 0 0 0 0
215.399 20.4613 142.22 22.964 1 0 0 0 0
214.543 20.3511 214.573 20.9973 1 0 0 0 0
213.544 19.6862 208.613 17.0457 1 0 0 0 0
215.916 21.455 213.935 20.2715 1 0 0 0 0
219.011 23.2589 139.962 25.2804 1 0 0 0 0
142.827 22.4128 134.865 27.3299 1 0 0 0 0
141.789 23.3641 131.432 29.6181 1 0 0 0 0
142.972 22.1847 128.875 31.4761 1 0 0 0 0
144.65 20.7405 130.277 31.1437 1 0 0 0 0
146.363 19.8026 133.377 28.2979 1 0 0 0 0
147.973 18.228 139.244 24.6102 1 0 0 0 0
148.799 17.5181 141.383 22.9693 1 0 0 0 0
211.228 17.497 144.532 21.6233 1 0 0 0 0
209.4 16.5512 143.948 22.1575 1 0 0 0 0
146.274 19.78 134.757 27.5756 1 0 0 0 0
141.916 22.2664 132.164 29.0985 1 0 0 0 0
142.053 22.7433 133.299 28.3418 1 0 0 0 0
145.876 20.2541 137.799 25.6827 1 0 0 0 0
207.987 16.2661 216.439 22.141 1 0 0 0 0
205.75 14.894 215.257 20.714 1 0 0 0 0
215.186 20.6491 138.92 24.9768 1 0 0 0 0
142.99 22.2201 133.727 27.9743 1 0 0 0 0
142.439 22.2777 131.092 29.7002 1 0 0 0 0
211.846 18.507 138.218 25.2508 1 0 0 0 0
211.159 18.5695 143.72 21.6112 1 0 0 0 0
213.726 19.967 143.992 21.9059 1 0 0 0 0
145.023 20.0481 140.049 24.0848 1 0 0 0 0
141.958 21.8637 136.828 25.8206 1 0 0 0 0
214.734 20.1883 140.243 23.9319 1 0 0 0 0
210.673 17.2805 145.518 20.4161 1 0 0 0 0
212.701 19.2882 214.115 19.6221 1 0 0 0 0
212.953 19.3288 144.797 20.889 1 0 0 0 0
211.505 17.9706 141.478 21.6947 1 0 0 0 0
210.95 17.1602 138.847 23.2101 1 0 0 0 0
208.663 16.0984 138.155 23.9325 1 0 0 0 0
212.429 18.0637 135.409 25.159 1 0 0 0 0
144.844 19.7473 130.708 28.4746 1 0 0 0 0
213.105 18.5262 133.582 27.0178 1 0 0 0 0
206.535 14.58 139.003 23.373 1 0 0 0 0
206.989 15.3006 145.201 20.0614 1 0 0 0 0
209.722 17.141 213.602 19.1853 1 0 0 0 0
214.269 19.4623 135.505 25.8312 1 0 0 0 0
215.631 19.941 131.887 28.0683 1 0 0 0 0
210.818 18.0727 139.168 24.0181 1 0 0 0 0
206.18 15.1634 144.418 20.3854 1 0 0 0 0
