161.117 123.555 156.41 122.381 1 0 0 0 0
161.228 123.292 158.37 120.977 1 0 0 0 0
163.297 123.295 159.427 120.528 1 0 0 0 0
163.665 123.913 160.348 120.559 1 0 0 0 0
164.671 124.623 162.4 118.588 1 0 0 0 0
164.26 126.115 163.289 119.752 1 0 0 0 0
162.994 126.042 163.911 119.983 1 0 0 0 0
164.236 125.716 164.872 120.779 1 0 0 0 0
163.294 127.518 165.361 121.448 1 0 0 0 0
163.664 128.585 166.736 121.422 1 0 0 0 0
163.243 129.987 169.636 121.416 1 0 0 0 0
164.025 130.361 167.774 123.909 1 0 0 0 0
157.871 134.45 169.154 123.581 1 0 0 0 0
157.009 133.571 169.596 124.483 1 0 0 0 0
158.036 133.464 170.823 124.678 1 0 0 0 0
158.497 133.658 172.397 124.734 1 0 0 0 0
160.843 134.638 173.883 124.174 1 0 0 0 0
163.77 133.624 174.617 124.489 1 0 0 0 0
164.768 133.107 174.249 125.365 1 0 0 0 0
164.775 132.727 174.034 125.78 1 0 0 0 0
166.232 132.776 174.746 125.954 1 0 0 0 0
166.545 133.252 173.631 126.297 1 0 0 0 0
165.752 134.96 174.36 127.625 1 0 0 0 0
166.178 134.967 171.59 130.393 1 0 0 0 0
166.415 134.353 172.709 128.411 1 0 0 0 0
166 133.861 172.799 127.947 1 0 0 0 0
164.684 133.203 171.491 127.489 1 0 0 0 0
163.652 133.148 169.154 127.146 1 0 0 0 0
161.864 132.168 169.613 125.204 1 0 0 0 0
162.597 130.535 170.447 124.752 1 0 0 0 0
160.234 130.766 168.148 124.681 1 0 0 0 0
159.858 130.166 165.975 124.95 1 0 0 0 0
158.852 128.898 164.186 125.101 1 0 0 0 0
157.49 128.605 162.201 124.648 1 0 0 0 0
165.498 122.316 163.019 123.235 1 0 0 0 0
164.145 121.373 161.542 123.137 1 0 0 0 0
165.942 119.395 160.061 121.493 1 0 0 0 0
165.412 118.531 159.728 120.834 1 0 0 0 0
164.998 117.906 159.369 119.698 1 0 0 0 0
167.862 114.683 159.137 118.777 1 0 0 0 0
170.144 112.422 161.564 115.945 1 0 0 0 0
170.901 111.499 161.771 114.887 1 0 0 0 0
167.334 114.176 161.24 115.427 1 0 0 0 0
167.24 113.165 162.628 113.702 1 0 0 0 0
165.644 113.134 160.534 114.577 1 0 0 0 0
165.555 112.727 160.822 114.91 1 0 0 0 0
165.779 111.384 159.55 114.397 1 0 0 0 0
165.606 111.124 159.311 115.184 1 0 0 0 0
169.05 108.182 162.67 110.764 1 0 0 0 0
170.501 106.679 162.512 109.785 1 0 0 0 0
167.976 107.145 168.142 104.17 1 0 0 0 0
167.048 106.646 169.316 103.172 1 0 0 0 0
167.313 106.222 170.51 101.12 1 0 0 0 0
167.995 105.023 168.674 101.374 1 0 0 0 0
165.784 106.416 167.88 103.243 1 0 0 0 0
169.161 105.055 167.988 102.496 1 0 0 0 0
171.891 100.371 167.065 102.331 1 0 0 0 0
172.223 100.343 170.342 99.722 1 0 0 0 0
174.039 99.1645 167.13 101.994 1 0 0 0 0
176.992 98.6983 164.386 102.75 1 0 0 0 0
175.905 98.2343 165.879 100.477 1 0 0 0 0
171.386 101.711 166.782 100.024 1 0 0 0 0
176.044 95.4777 165.223 100.796 1 0 0 0 0
174.571 97.4878 166.266 100.352 1 0 0 0 0
176.146 96.1571 166.969 100.348 1 0 0 0 0
174.022 97.8171 169.018 99.7254 1 0 0 0 0
176.814 98.8671 143.614 100.036 1 0 0 0 0
